prof_id,title
Legal Counsel - Competition and Consumers | Regulatory Strategy,Legal Counsel - Competition and Consumers | Regulatory Strategy
Launch Leader Vehicle Tophat,Launch Leader Vehicle Tophat
COO / Vice vd,COO / Vice vd
Associate Producer,Associate Producer
Head of & Co-Founder ChangersTech,Head of & Co-Founder ChangersTech
User Experience Researcher,User Experience Researcher
Business Development Advisor,Business Development Advisor
Partner & Senior Consultant,Partner & Senior Consultant
Agile Coach & Project management consultant,Agile Coach & Project management consultant
International Finance Controller,International Finance Controller
Growth Manager Sverige,Growth Manager Sverige
Legal Advisor,Legal Advisor
Project and Program Manager,Project and Program Manager
Life Coach,Life Coach
Deputy Chief Executive Officer,Deputy Chief Executive Officer
IT Consultant,IT Consultant
Studio Manager | Studiochef,Studio Manager | Studiochef
Senior Business Consultant,Senior Business Consultant
Sweden Country Manager,Sweden Country Manager
Partnerships Lead,Partnerships Lead
Ekonomichef,Ekonomichef
Intrapreneur,Intrapreneur
Head of Member Community & Events at OpenTech (former Mobile Heights),Head of Member Community & Events at OpenTech (former Mobile Heights)
Founder I Principal Consultant,Founder I Principal Consultant
Founding Board Member,Founding Board Member
Project Manager Purchasing,Project Manager Purchasing
Membership,Membership
Director General,Director General
Leading specialist | Waste team leader,Leading specialist | Waste team leader
Innovation Hands On Management,Innovation Hands On Management
Senior Project Manager for Internationalisation and Innovation,Senior Project Manager for Internationalisation and Innovation
Founder and Principal Consultant,Founder and Principal Consultant
Environmental & Sustainable Specialist,Environmental & Sustainable Specialist
Freelance Facilitator + Papa,Freelance Facilitator + Papa
Sustainability Reporting Specialist,Sustainability Reporting Specialist
Social Media Manager,Social Media Manager
Commision Member,Commision Member
EHS ENGINEER,EHS ENGINEER
Verksamhetsutvecklare Enhet Socialt Hållbara städer,Verksamhetsutvecklare Enhet Socialt Hållbara städer
Brand Communication Manager Sweden,Brand Communication Manager Sweden
Social Worker,Social Worker
Junior Cybersecurity Consultant,Junior Cybersecurity Consultant
TikTok Live Partner,TikTok Live Partner
"Associate, Incoming (Supplier) Quality Control","Associate, Incoming (Supplier) Quality Control"
SEO Manager,SEO Manager
Founding Partner and Sustainability Strategist,Founding Partner and Sustainability Strategist
Brand and Paid Media Strategist,Brand and Paid Media Strategist
Fleet Operations Assistant,Fleet Operations Assistant
Technical Product Owner,Technical Product Owner
Förskoleassistent,Förskoleassistent
Expansions Manager,Expansions Manager
Associate Consultant,Associate Consultant
"Partner, Go Vocal","Partner, Go Vocal"
Representative,Representative
Senior konsult ESG - Ledningssystem,Senior konsult ESG - Ledningssystem
Foresight Lead,Foresight Lead
Sustainability Manager/Hållbarhetschef,Sustainability Manager/Hållbarhetschef
HSE Spark Innovation Lead,HSE Spark Innovation Lead
Product,Product
Chair of The Board of Directors,Chair of The Board of Directors
"COO, Partner & Organizational Change","COO, Partner & Organizational Change"
Founder & Executive EQ Coach,Founder & Executive EQ Coach
Sustainability Manager Sony Lund,Sustainability Manager Sony Lund
Specialist in Strategic Design,Specialist in Strategic Design
Chief Discovery Officer,Chief Discovery Officer
Head of Projects and Legal,Head of Projects and Legal
Product Manager,Product Manager
"Global Shaper, Stockholm Hub","Global Shaper, Stockholm Hub"
Chief Economist and Responsible for the Economic Secretariat,Chief Economist and Responsible for the Economic Secretariat
Senior Associate Consultant - Team Lead,Senior Associate Consultant - Team Lead
Global Sustainability Engagement Lead & Southern Europe Sustainability Manager,Global Sustainability Engagement Lead & Southern Europe Sustainability Manager
Chairman of the Board,Chairman of the Board
Counsel,Counsel
Founder and Managing Director,Founder and Managing Director
CEO | SANTACATERINA | Global Strategic Leadership & Board Executive Advisory,CEO | SANTACATERINA | Global Strategic Leadership & Board Executive Advisory
Media Managerin,Media Managerin
Assistante de direction & Responsable de production audiovisuelle,Assistante de direction & Responsable de production audiovisuelle
"Global Senior Advisor - Climate, Technology, Systems and Sustainability Innovation","Global Senior Advisor - Climate, Technology, Systems and Sustainability Innovation"
Processledare,Processledare
Toiminnanohjaaja,Toiminnanohjaaja
Sustainability Engagement Manager,Sustainability Engagement Manager
Sustainability Advisor,Sustainability Advisor
Consultant@ konkankoh www.konkankoh.com / Indigenous & Modern,Consultant@ konkankoh www.konkankoh.com / Indigenous & Modern
Director of Public Policy and International Relations,Director of Public Policy and International Relations
Intern Sustainability Management,Intern Sustainability Management
Data Analytics,Data Analytics
Innovation & Project Engineering,Innovation & Project Engineering
Product Development (commercial) - Graduate program,Product Development (commercial) - Graduate program
Agronomist & Advisor,Agronomist & Advisor
Founder & Owner | Circular Economy & ESG Strategy - Interim & Advisory services | Speaker,Founder & Owner | Circular Economy & ESG Strategy - Interim & Advisory services | Speaker
Share Holder and Sustainability Manager,Share Holder and Sustainability Manager
International Business Development,International Business Development
IHME Data Library Services UW iSchool MLIS Candidate Capstone Intern,IHME Data Library Services UW iSchool MLIS Candidate Capstone Intern
Sustainability Manager IKEA Of Sweden,Sustainability Manager IKEA Of Sweden
Head of Community,Head of Community
Junior Performance Engineer,Junior Performance Engineer
Professor of Philosophy of Media and Technology,Professor of Philosophy of Media and Technology
Profesor investigador independiente,Profesor investigador independiente
"Founder, Creative Director & Writer","Founder, Creative Director & Writer"
LinkedIn Learning Instructor,LinkedIn Learning Instructor
Full Professor,Full Professor
Professor of organisation studies,Professor of organisation studies
Owner/Principal Ecologist,Owner/Principal Ecologist
Cordinatore Italiano,Cordinatore Italiano
Business Lecturer & Sustainability Researcher,Business Lecturer & Sustainability Researcher
Interim Supply Chain Director,Interim Supply Chain Director
Associate,Associate
Associate Professor,Associate Professor
What is the right question?,What is the right question?
Senior Leadership Developer,Senior Leadership Developer
Director Sustainability,Director Sustainability
Partner & Sustainability Lead,Partner & Sustainability Lead
Samordnare mot våld i nära relation,Samordnare mot våld i nära relation
Analyst | Project Coordinator,Analyst | Project Coordinator
Sustainability Educator,Sustainability Educator
Président Fondateur du Think & Be tank Zec World : Centre Evolutif Zone,Président Fondateur du Think & Be tank Zec World : Centre Evolutif Zone
"Adviseur OchtendMensen – TwynstraGudde, Klimaat en duurzaamheid","Adviseur OchtendMensen – TwynstraGudde, Klimaat en duurzaamheid"
Global Head of Responsible Sourcing Development,Global Head of Responsible Sourcing Development
PMI Stockholm Sweden Network Lead,PMI Stockholm Sweden Network Lead
"Board Member, Green Transition Policy Board","Board Member, Green Transition Policy Board"
"Enseignante déchargée, Cellule d’accompagnement pour élèves hospitalisés ou en rémission CAHRE","Enseignante déchargée, Cellule d’accompagnement pour élèves hospitalisés ou en rémission CAHRE"
Program Host,Program Host
IT Project Manager / Digital Rollout Manager,IT Project Manager / Digital Rollout Manager
Chaírman and co-founder,Chaírman and co-founder
Senior FX Strategy Analyst,Senior FX Strategy Analyst
Performance Marketing Managerin,Performance Marketing Managerin
Systemic Innovation Portfolio Lead,Systemic Innovation Portfolio Lead
Head Of Sustainability and Startup Space,Head Of Sustainability and Startup Space
Visual Communication Specialist,Visual Communication Specialist
Elevkoordinator,Elevkoordinator
Sustainability Specialist - Human Rights & Biodiversity,Sustainability Specialist - Human Rights & Biodiversity
Eier,Eier
Programchef,Programchef
Client Services Manager,Client Services Manager
Senior Manager Sustainability Communications & Engagement,Senior Manager Sustainability Communications & Engagement
Managerin Alternative Antriebe und Krafstoffinfrastrukturen für Maritime Anwendungen,Managerin Alternative Antriebe und Krafstoffinfrastrukturen für Maritime Anwendungen
"Expert, Circular Economy","Expert, Circular Economy"
Senior Sustainability Director Oatly. Co-Lead Global Sustainabilty.,Senior Sustainability Director Oatly. Co-Lead Global Sustainabilty.
Director of Innovation and Impact,Director of Innovation and Impact
Advisor and trainer,Advisor and trainer
"Speaker, Consultant and Facilitator","Speaker, Consultant and Facilitator"
National Organisation Development Practitioner and Innovation eDevelopment Learning Lead,National Organisation Development Practitioner and Innovation eDevelopment Learning Lead
Chief Enabler,Chief Enabler
"Startup Founder, VR/Web3 Product Strategist & Business Developer","Startup Founder, VR/Web3 Product Strategist & Business Developer"
CMO & co-founder,CMO & co-founder
Head of Responsible Sourcing advisory services and Project Manager for SacsiN.com,Head of Responsible Sourcing advisory services and Project Manager for SacsiN.com
HR Administrator,HR Administrator
Certified NatureProcess Coach,Certified NatureProcess Coach
Student,Student
Externa relationer,Externa relationer
Group Director Social Sustainability and Programme Manager A Home for a Home,Group Director Social Sustainability and Programme Manager A Home for a Home
Sustainability manager,Sustainability manager
VP Sustainability,VP Sustainability
Senior Sustainability Manager,Senior Sustainability Manager
Chief Sustainability,Chief Sustainability
Verksamhetsutvecklare,Verksamhetsutvecklare
PHD Candidate,PHD Candidate
"Professor of Data Science in Military Operations (NLDA) & Safety, Security (Tilburg University)","Professor of Data Science in Military Operations (NLDA) & Safety, Security (Tilburg University)"
Concept and Layout Engineer,Concept and Layout Engineer
Founder and President,Founder and President
Head of Sustainability,Head of Sustainability
Non-Executive Director (Director A),Non-Executive Director (Director A)
"Board Member, pro bono, Alliance of Management Development Associations in Rising Economies","Board Member, pro bono, Alliance of Management Development Associations in Rising Economies"
Innovation Process leader,Innovation Process leader
Technical Consultant - Electric Propulsion and Transmission,Technical Consultant - Electric Propulsion and Transmission
Sustainability Leader,Sustainability Leader
Head of Resource Sustainability,Head of Resource Sustainability
Head of Sustainability | ESG,Head of Sustainability | ESG
Director ESG,Director ESG
Chief Sustainability Officer,Chief Sustainability Officer
Green Economy and Innovation Expert,Green Economy and Innovation Expert
Talent Acquisition Lead,Talent Acquisition Lead
Hållbarhetschef,Hållbarhetschef
Strategic Initiatives,Strategic Initiatives
Ledamot,Ledamot
Supply Chain Adviser,Supply Chain Adviser
"Circular Business Developer, Sustainability Consultant","Circular Business Developer, Sustainability Consultant"
Vice President Operations & Country Leader,Vice President Operations & Country Leader
"Specialist circular economy, dept. Sustainable Cities","Specialist circular economy, dept. Sustainable Cities"
Associate Manager,Associate Manager
Head Of Business Development & Sustainability,Head Of Business Development & Sustainability
CEO/Founder,CEO/Founder
Senior Responsible AI & Data Specialist,Senior Responsible AI & Data Specialist
Recovery-Mitarbeiter /Co-worker - Second Life Shop,Recovery-Mitarbeiter /Co-worker - Second Life Shop
Executive VP International Market Development - Leonhardt Ventures LLC,Executive VP International Market Development - Leonhardt Ventures LLC
"President, Tonomus Venture Studio and Chief Sustainability Officer","President, Tonomus Venture Studio and Chief Sustainability Officer"
Sustainability Strategy Manager,Sustainability Strategy Manager
Product Owner,Product Owner
Styrelseledamot,Styrelseledamot
Leder HMSK og bærekraft,Leder HMSK og bærekraft
Strategy Lead Sustainable Living Gothenburg,Strategy Lead Sustainable Living Gothenburg
Strategic Advisor / Private Label,Strategic Advisor / Private Label
Public Affairs Program Lead,Public Affairs Program Lead
Doktorand,Doktorand
VP Sustainability and D&I,VP Sustainability and D&I
"Lead Specialist , Environment, Natural Resources and the Blue Economy, Europe and Central Asia","Lead Specialist , Environment, Natural Resources and the Blue Economy, Europe and Central Asia"
Sustainability Advisor - Special Advisory Board to Board/Mgt.,Sustainability Advisor - Special Advisory Board to Board/Mgt.
"Director, BU Electricity and Gas Retail","Director, BU Electricity and Gas Retail"
Senior Business Development Analyst,Senior Business Development Analyst
Teacher - International Baccalaureate® Diploma Programme in Business Management,Teacher - International Baccalaureate® Diploma Programme in Business Management
Affärsutvecklare,Affärsutvecklare
President of the Board,President of the Board
Fotbollskommentator,Fotbollskommentator
Brand Specialist - Retail,Brand Specialist - Retail
Head of ESG & Platform,Head of ESG & Platform
Director of Marketing,Director of Marketing
Communications Manager OnceMore®,Communications Manager OnceMore®
Responsible Banking Manager at Santander Consumer Bank - Nordics,Responsible Banking Manager at Santander Consumer Bank - Nordics
Managing Consultant,Managing Consultant
Innovation Manager / Project Manager,Innovation Manager / Project Manager
Account Manager,Account Manager
Brand Designer & Founder,Brand Designer & Founder
Head of People,Head of People
Chief ESG Officer,Chief ESG Officer
Executive Director,Executive Director
Owner & managing director,Owner & managing director
Director Sustainable Eating & Public Affairs,Director Sustainable Eating & Public Affairs
Junior Consultant sustainability management and strategy,Junior Consultant sustainability management and strategy
Energy and Climate Coach,Energy and Climate Coach
"VP, Global ESG & Sustainability","VP, Global ESG & Sustainability"
Hållbarhetsansvarig,Hållbarhetsansvarig
Head of Smart Charging Infrastructure,Head of Smart Charging Infrastructure
Supply Chain Sustainability Manager,Supply Chain Sustainability Manager
Vice President Sustainability Development,Vice President Sustainability Development
NDA,NDA
"Head of Sustainability, Lantmannen Schulstad","Head of Sustainability, Lantmannen Schulstad"
Sustainable business manager,Sustainable business manager
Embedded Developer Intern,Embedded Developer Intern
Global Corporate ESG & Sustainability Lead,Global Corporate ESG & Sustainability Lead
Head of Sustainability Regio and Sustainability Manager,Head of Sustainability Regio and Sustainability Manager
Sustainability & Corporate Responsibility Director,Sustainability & Corporate Responsibility Director
Application Specialist Consultant Microsoft Dynamics 365 Finance & Operations & CE,Application Specialist Consultant Microsoft Dynamics 365 Finance & Operations & CE
"Policy Officer, gender equality and climate justice","Policy Officer, gender equality and climate justice"
Nordic Sustainability Manager Vingruppen / Anora Partner Wine,Nordic Sustainability Manager Vingruppen / Anora Partner Wine
Human Rights and Social Impact Manager,Human Rights and Social Impact Manager
"Sustainability Consultant, Interim Sustainability Manager, Workshop Facilitator","Sustainability Consultant, Interim Sustainability Manager, Workshop Facilitator"
Environmental Manager,Environmental Manager
Sustainability Leader Food,Sustainability Leader Food
Kompetensnätverksledare Grön finansiering,Kompetensnätverksledare Grön finansiering
ESG specialist,ESG specialist
Sustainability Lead Northern Europe,Sustainability Lead Northern Europe
Climate & Decarbonization Lead,Climate & Decarbonization Lead
Global Sustainability Manager,Global Sustainability Manager
Head of ESG / Global Sustainability Manager,Head of ESG / Global Sustainability Manager
Chief Financial Officer & Co-Founder,Chief Financial Officer & Co-Founder
Asset Systems Officer,Asset Systems Officer
Sustainability Platform Manager,Sustainability Platform Manager
Sustainable Business Advisor & Partner,Sustainable Business Advisor & Partner
Učitel angličtiny a dějepisu,Učitel angličtiny a dějepisu
Project Director - COP29 Green Zone,Project Director - COP29 Green Zone
Director of Business Development,Director of Business Development
Research Consultant,Research Consultant
Co-founder and CEO,Co-founder and CEO
Angel Investor,Angel Investor
Project Manager Events & Relations ESA EAST bei AO Foundation,Project Manager Events & Relations ESA EAST bei AO Foundation
Co-Founder & Driver,Co-Founder & Driver
CEO / Founder,CEO / Founder
CEO and Idea pilot,CEO and Idea pilot
Senior Service Designer / IT Consultant,Senior Service Designer / IT Consultant
"Marketing Manager, EMEA","Marketing Manager, EMEA"
Tentamensvärd,Tentamensvärd
Just Transition Officer,Just Transition Officer
Assistent,Assistent
AI business Consultant,AI business Consultant
"ESG Lead, team lead","ESG Lead, team lead"
Management consultant and Leadership coach,Management consultant and Leadership coach
Projektmitarbeiterin,Projektmitarbeiterin
Vice President of Business Development,Vice President of Business Development
Sustainability Advisory Panel,Sustainability Advisory Panel
Organisational Change Specialist,Organisational Change Specialist
CPS Professional - Project Officer for Capacity Building,CPS Professional - Project Officer for Capacity Building
Senior Manager | Sustainability,Senior Manager | Sustainability
CEO and Co-founder/Owner,CEO and Co-founder/Owner
Leadership Manager,Leadership Manager
"Associate Professor, Principal Researcher and Program Director","Associate Professor, Principal Researcher and Program Director"
Team Leader,Team Leader
CXC Changemaker,CXC Changemaker
Content Marketer,Content Marketer
Design and innovation Consultant,Design and innovation Consultant
VP of Impact Programmes & Sustainability,VP of Impact Programmes & Sustainability
Grant Manager,Grant Manager
"Head of Segment, Product Management Department","Head of Segment, Product Management Department"
Brand Integration Manager,Brand Integration Manager
English Second Language Tutor,English Second Language Tutor
Specialkonsulent til udvikling cirkulære materialestrømme,Specialkonsulent til udvikling cirkulære materialestrømme
Student avancerad nivå,Student avancerad nivå
Head of Monday Academy,Head of Monday Academy
Senior User Experience Designer,Senior User Experience Designer
ESG Manager,ESG Manager
Tf. Stadsarkitekt,Tf. Stadsarkitekt
Senior Account Executive,Senior Account Executive
Sustainable Finance Advisory Country Lead (Director),Sustainable Finance Advisory Country Lead (Director)
Global Sustainability Innovation and Development,Global Sustainability Innovation and Development
Youth Participation Consultant,Youth Participation Consultant
Rådgivare,Rådgivare
Venture Manager,Venture Manager
Executive Advisor,Executive Advisor
General Partner,General Partner
PMO Specialist - Global PMO,PMO Specialist - Global PMO
Founder/CEO,Founder/CEO
Executive Coach - Organizational Coaching,Executive Coach - Organizational Coaching
Projektkommunikatör,Projektkommunikatör
Senior Product Manager - AI and M365 Copilot Extensibility (Partner Ecosystem),Senior Product Manager - AI and M365 Copilot Extensibility (Partner Ecosystem)
Design Principal,Design Principal
Fundraising & Strategy Manager,Fundraising & Strategy Manager
"Chief Carbon Officer, Member of the Executive Committee","Chief Carbon Officer, Member of the Executive Committee"
Advisory Board Member,Advisory Board Member
Board Member & Product Development,Board Member & Product Development
CEO / Co-Founder,CEO / Co-Founder
Ecosystem Development,Ecosystem Development
Reporting Officer and Human Rights Focal Point,Reporting Officer and Human Rights Focal Point
"Senior art director, grafisk formgivare och illustratör","Senior art director, grafisk formgivare och illustratör"
Market Analyst,Market Analyst
Project Manager Sustainable Consumtion and Circular Economy,Project Manager Sustainable Consumtion and Circular Economy
Associate Sustainability Services,Associate Sustainability Services
Communication Advisor,Communication Advisor
Architect,Architect
Engagement Manager,Engagement Manager
Co-founder and business develoment management Director,Co-founder and business develoment management Director
Founder - Dialectiq,Founder - Dialectiq
Market Development Coordinator,Market Development Coordinator
Chargé d'Affaires Senior,Chargé d'Affaires Senior
Researcher Phd Candidate,Researcher Phd Candidate
Wellbeing Coach for the World’s Leading Family Businesses,Wellbeing Coach for the World’s Leading Family Businesses
Sales Manager,Sales Manager
Transformational Projects,Transformational Projects
Professional Freelancer,Professional Freelancer
"Head of Learning, Innovation & Quality","Head of Learning, Innovation & Quality"
Self Sabotage Coach The S.H.E Movement! Supported. Healing. Empowered,Self Sabotage Coach The S.H.E Movement! Supported. Healing. Empowered
Act. Head of Fundraising,Act. Head of Fundraising
Program Manager Career/Internship,Program Manager Career/Internship
Social Prospecting Manager,Social Prospecting Manager
Grundare och senior hållbarhetskonsult,Grundare och senior hållbarhetskonsult
Social and Ecological Transformation of Textile Supply Chains,Social and Ecological Transformation of Textile Supply Chains
Teacher,Teacher
API Developer,API Developer
Full Stack Developer,Full Stack Developer
Co-Founder & CTO,Co-Founder & CTO
Service Designer / Transformation Leader,Service Designer / Transformation Leader
Associate BSA,Associate BSA
Case Officer,Case Officer
Wissenschaftliche Hilfskraft,Wissenschaftliche Hilfskraft
Teacher Assistant,Teacher Assistant
Food Service Worker,Food Service Worker
Support/QA Engineer,Support/QA Engineer
Human Resources Project Manager,Human Resources Project Manager
"Partner and Head of Sustainability, Consulting Sweden","Partner and Head of Sustainability, Consulting Sweden"
Quality Assurance Test Engineer,Quality Assurance Test Engineer
Client Solutions Associate,Client Solutions Associate
Strategic developer,Strategic developer
Regional rådgivare effekt och påverkan / Regional MEAL Advisor,Regional rådgivare effekt och påverkan / Regional MEAL Advisor
Managing Director (Verkställande Directör) at RFSL Utbildning AB,Managing Director (Verkställande Directör) at RFSL Utbildning AB
Climate Specialist,Climate Specialist
Senior associate,Senior associate
Consultant Circular Economy - Pilot for Digital Product Passport in Textile,Consultant Circular Economy - Pilot for Digital Product Passport in Textile
Founding Member,Founding Member
VP & Founder,VP & Founder
Consultant & Partner,Consultant & Partner
CEO/Co-Founder,CEO/Co-Founder
Project Assistant & Organizational Development Manager,Project Assistant & Organizational Development Manager
Inkluderingsexpert,Inkluderingsexpert
Klockmärke,Klockmärke
CMO,CMO
Community and Events Manager,Community and Events Manager
Advisor in international programme support,Advisor in international programme support
Strategic Account Manager,Strategic Account Manager
Project Developer with focus on Sustainable Impact & Strategic Communications,Project Developer with focus on Sustainable Impact & Strategic Communications
PhD Fellow in Human-Centered Computing,PhD Fellow in Human-Centered Computing
Arb led,Arb led
Partnerships Manager,Partnerships Manager
Utvecklings- och kvalitetschef,Utvecklings- och kvalitetschef
Consultant Sustainability & Decarbonization,Consultant Sustainability & Decarbonization
Interim Management Specialist,Interim Management Specialist
Ph.D.,Ph.D.
Chief Adviser,Chief Adviser
Kundansvarig,Kundansvarig
Startup Consultant,Startup Consultant
Non-Executive Board Member,Non-Executive Board Member
Business Developer,Business Developer
Waitress,Waitress
Category Manager,Category Manager
Business Developer / Podcast Manager,Business Developer / Podcast Manager
Experience Designer UX/UI,Experience Designer UX/UI
"Coordinator, Sinop Investment Support Office","Coordinator, Sinop Investment Support Office"
Senior Financial Controller,Senior Financial Controller
Business Growth Manager,Business Growth Manager
Energy Team Manager,Energy Team Manager
"Psychologist, Coach & Author - Good Girl Deprogramming®","Psychologist, Coach & Author - Good Girl Deprogramming®"
Category Specialist ||UltraFresh||,Category Specialist ||UltraFresh||
Cofounder and CEO,Cofounder and CEO
Grundare,Grundare
Chairperson of the Scientific Council,Chairperson of the Scientific Council
"Marketing Lead, Qt Academy","Marketing Lead, Qt Academy"
HR Manager/HR Digitalization Manager,HR Manager/HR Digitalization Manager
English teacher,English teacher
"Region Syd, SRS Security","Region Syd, SRS Security"
Co-Founder & CPO,Co-Founder & CPO
Communication Manager,Communication Manager
Senior Key Account Manager,Senior Key Account Manager
Member of the Board of Advisors,Member of the Board of Advisors
Head of Helsingborg Innovation District,Head of Helsingborg Innovation District
Editor At Large - Unlock Net Zero & Comment Writer - Social Housing Magazine,Editor At Large - Unlock Net Zero & Comment Writer - Social Housing Magazine
CEO | Founder,CEO | Founder
Advisor,Advisor
"Founder, CEO","Founder, CEO"
Training Specialist,Training Specialist
"Director of HR, IT & Facility","Director of HR, IT & Facility"
Custodian and Enabler,Custodian and Enabler
Allocation & Replenishment Planner,Allocation & Replenishment Planner
IT administrator and receptionist,IT administrator and receptionist
Co-Founder + CEO,Co-Founder + CEO
Brand Manager,Brand Manager
Doctoral Researcher,Doctoral Researcher
Growth & expansion specialist,Growth & expansion specialist
Finance Lead,Finance Lead
Strategic Business Development Manager,Strategic Business Development Manager
Hållbarhetskonsult | Affärsdrivet hållbarhetsarbete | Senior Consultant Sustainability,Hållbarhetskonsult | Affärsdrivet hållbarhetsarbete | Senior Consultant Sustainability
Principle Consultant,Principle Consultant
Captain Future,Captain Future
Communications Specialist at BU Lift Trucks,Communications Specialist at BU Lift Trucks
Corporate Innovation Director,Corporate Innovation Director
Logistikmedarbetare,Logistikmedarbetare
Management Consultant and Project Manager,Management Consultant and Project Manager
International Trade & Investment Advisor,International Trade & Investment Advisor
Interior Designer,Interior Designer
"PhD Student in Innovation, Entrepreneurship and Management of Intellectual Assets","PhD Student in Innovation, Entrepreneurship and Management of Intellectual Assets"
Principal Security Delivery Manager,Principal Security Delivery Manager
Strategy Consultant and Trainer,Strategy Consultant and Trainer
Kanslisekreterare,Kanslisekreterare
R&D Specialist,R&D Specialist
3PL Logistics Developer,3PL Logistics Developer
Project Manager 𝗹𝗹 IT Project Manager 𝗹𝗹 Consultant 𝗹𝗹 Business Developer,Project Manager 𝗹𝗹 IT Project Manager 𝗹𝗹 Consultant 𝗹𝗹 Business Developer
"Service Manager, Group IT","Service Manager, Group IT"
Digital Project Leader,Digital Project Leader
Engineering Director - Chapter Leader,Engineering Director - Chapter Leader
Software Developer - Connected Experience at Volvo Cars,Software Developer - Connected Experience at Volvo Cars
Co-Creator,Co-Creator
"Independent Environment, Waste and Sustainability Consultant","Independent Environment, Waste and Sustainability Consultant"
Founder - Director,Founder - Director
Sustainability Information Manager,Sustainability Information Manager
"Commercial Director, Exective Partner","Commercial Director, Exective Partner"
"Vice President of Sales, EMEA","Vice President of Sales, EMEA"
Consultant Frontend Developer,Consultant Frontend Developer
Participant,Participant
Business Development Associate,Business Development Associate
Head of Energy Transition,Head of Energy Transition
Lead Technical Writer/Editor,Lead Technical Writer/Editor
Senior Mechanical Design Engineer,Senior Mechanical Design Engineer
Projektledare / co-creation specialist,Projektledare / co-creation specialist
Bæredygtighedsspecialist,Bæredygtighedsspecialist
Projektingenjör,Projektingenjör
Risk Analytics,Risk Analytics
"Entrepreneurship Technical Advisor, Global Programs","Entrepreneurship Technical Advisor, Global Programs"
Data Scientist Consultant,Data Scientist Consultant
Digital Strategist,Digital Strategist
Project Manager of International Programs at Clowns Without Borders Sweden,Project Manager of International Programs at Clowns Without Borders Sweden
Group Manager | Project Control & Management,Group Manager | Project Control & Management
ICT Sustainability Manager,ICT Sustainability Manager
Technical Writer,Technical Writer
"Principal Advisor, Infrastructure and Project Management Group","Principal Advisor, Infrastructure and Project Management Group"
Customer Success Manager,Customer Success Manager
Recruiter,Recruiter
Advocacy Coordinator,Advocacy Coordinator
Utredare,Utredare
Solution Engineer,Solution Engineer
Senior Climate Strategy Advisor,Senior Climate Strategy Advisor
Executive Board Member,Executive Board Member
Fastighetsmäklare,Fastighetsmäklare
Owner - Marketing Strategy Consultant & Content Creator,Owner - Marketing Strategy Consultant & Content Creator
Communications Consultant,Communications Consultant
Patarėja | Neutralaus poveikio klimatui miestas,Patarėja | Neutralaus poveikio klimatui miestas
Expense account administrator and Salary assistant,Expense account administrator and Salary assistant
"Sustainability Manager, Ingka Procurement","Sustainability Manager, Ingka Procurement"
Platform Specialist,Platform Specialist
Vice styrelseordförande/ Vice chair,Vice styrelseordförande/ Vice chair
Sustainability Innovation Lead,Sustainability Innovation Lead
Consultant Analyst,Consultant Analyst
Computational Design Architect,Computational Design Architect
Senior project manager,Senior project manager
Business Steering & Performance Leader,Business Steering & Performance Leader
"Consultant, CGI Selected","Consultant, CGI Selected"
Ninja,Ninja
Consultant - Regional Manager Europe,Consultant - Regional Manager Europe
Head of Innovation,Head of Innovation
"Projektledare och tematisk lead för Innovation och samverkan för barnets rätt""""","Projektledare och tematisk lead för Innovation och samverkan för barnets rätt"""""
Corporate Affairs Manager,Corporate Affairs Manager
Utbildare,Utbildare
Corporate Sustainability Manager,Corporate Sustainability Manager
Civic & Health Communicator,Civic & Health Communicator
Country Manager,Country Manager
Diabetes Health Equity Lead,Diabetes Health Equity Lead
Doctoral Fellow,Doctoral Fellow
Grundare och VD,Grundare och VD
Head of Data Science,Head of Data Science
"EPM Leadership (Dir) - (Cloud Native Infrastructure, Apple Silicon Private Compute Cloud)","EPM Leadership (Dir) - (Cloud Native Infrastructure, Apple Silicon Private Compute Cloud)"
Design & Production Manager,Design & Production Manager
Show Support,Show Support
Director of Haas Campus Sustainability,Director of Haas Campus Sustainability
Senior Account Executive - Commercial,Senior Account Executive - Commercial
Senior Lab Designer & Facilitator @Deloitte Greenhouse,Senior Lab Designer & Facilitator @Deloitte Greenhouse
Junior Corporate Responsibility Managerin | Materials & Circularity,Junior Corporate Responsibility Managerin | Materials & Circularity
Creative Director,Creative Director
Front Office Employee,Front Office Employee
Head Of Operations,Head Of Operations
Manager - Climate Change & Sustainability Services,Manager - Climate Change & Sustainability Services
Engineering Project Manager,Engineering Project Manager
Strategic Sourcing Manager,Strategic Sourcing Manager
Sr. Group Manager | AVP - Training,Sr. Group Manager | AVP - Training
Bussiness Development,Bussiness Development
Client Acquisition Specialist,Client Acquisition Specialist
Hardware Developer,Hardware Developer
People Development & Learning,People Development & Learning
Co-Founder & CEO,Co-Founder & CEO
Entrepreneur,Entrepreneur
Coordinator Civil Defence,Coordinator Civil Defence
"Coordinator of Testing AI at RISE, Senior Project Manager","Coordinator of Testing AI at RISE, Senior Project Manager"
Customer Success Manager Europe,Customer Success Manager Europe
Senior Key Account Managerin Engineering & IT,Senior Key Account Managerin Engineering & IT
Co-founder & CEO,Co-founder & CEO
Programme Manager Technical Education,Programme Manager Technical Education
Co Director,Co Director
Host,Host
Release Train Engineer,Release Train Engineer
Management Consultant,Management Consultant
Beraterin für Energiedienstleistungen,Beraterin für Energiedienstleistungen
Chief of AI,Chief of AI
Hoteldirektor,Hoteldirektor
