prof_id,title
Senior Regional Sales Manager,Senior Regional Sales Manager
Subgerente de Sostenibilidad,Subgerente de Sostenibilidad
"Palliative Care, Volunteer","Palliative Care, Volunteer"
Sr Manager Sales,Sr Manager Sales
Executive Vice President,Executive Vice President
Techno-Economics Consultant,Techno-Economics Consultant
"Co-Founder, Chairman of the Board","Co-Founder, Chairman of the Board"
Entrepreneur in policy progress for endurance of the food production chain of 2030 (#FPC2030),Entrepreneur in policy progress for endurance of the food production chain of 2030 (#FPC2030)
President and CEO,President and CEO
Director ESG Services,Director ESG Services
Head of Climate & Environment,Head of Climate & Environment
Senior Manager - Sustainable Materials,Senior Manager - Sustainable Materials
Founder - Chef Comandant Lead-Co-DESIGN and D-SKOOL EU programmes,Founder - Chef Comandant Lead-Co-DESIGN and D-SKOOL EU programmes
Head of Success and Experience,Head of Success and Experience
"Finance and Grants Manager, Sustainability Lead","Finance and Grants Manager, Sustainability Lead"
Executive Assistant to Chief Executive Officer & Founder,Executive Assistant to Chief Executive Officer & Founder
Founder & Lead Scientist,Founder & Lead Scientist
Programs and Technical Standards Officer,Programs and Technical Standards Officer
Environmental Consultant,Environmental Consultant
Commercialisation Manager,Commercialisation Manager
Technical Office Manager,Technical Office Manager
Independent Environmental Journalist,Independent Environmental Journalist
Senior General Manager,Senior General Manager
Procurement Project Manager,Procurement Project Manager
Investment Advisor,Investment Advisor
Industry Competemce Committee,Industry Competemce Committee
Mexico’s Representative Officer UN Environment,Mexico’s Representative Officer UN Environment
International Trade Advisor (Wellness & Lifestyle),International Trade Advisor (Wellness & Lifestyle)
Head of Revenue,Head of Revenue
President & Chair of the Board of Directors,President & Chair of the Board of Directors
Head of Sustainable Finance Advisory,Head of Sustainable Finance Advisory
Sales Officer,Sales Officer
Chairman of Board,Chairman of Board
Head of New Business & Innovation Ingka Group | IKEA | Global,Head of New Business & Innovation Ingka Group | IKEA | Global
Founder / President-CEO,Founder / President-CEO
CEO Hero planet non profit,CEO Hero planet non profit
Relationship Director,Relationship Director
Founder and Director,Founder and Director
Founder and Chief Design Officer,Founder and Chief Design Officer
Sanitation Expert,Sanitation Expert
Global Director Social Compliance & Sustainable Supply Chain,Global Director Social Compliance & Sustainable Supply Chain
Head of ESG and Corporate Impact,Head of ESG and Corporate Impact
"GM COMPLIANCE ,CSR & SUSTAINABILITY","GM COMPLIANCE ,CSR & SUSTAINABILITY"
Sustainability Specialist Nature,Sustainability Specialist Nature
Employee,Employee
NED in the ESG arena within Retail,NED in the ESG arena within Retail
Executive Chairman,Executive Chairman
Assistant Manager - Innovation & Venture Creation,Assistant Manager - Innovation & Venture Creation
Omvärldsstrateg,Omvärldsstrateg
Co-Founder and Managing Director,Co-Founder and Managing Director
Professionell rekryterare och HR-stöd,Professionell rekryterare och HR-stöd
Honorary Senior Fellow,Honorary Senior Fellow
Academic Director,Academic Director
Chair in Accountancy and Professor in Sustainability Accounting & Transparency,Chair in Accountancy and Professor in Sustainability Accounting & Transparency
Group Director of Sustainability,Group Director of Sustainability
Founder & Managing director,Founder & Managing director
Waste Management and Circular Economy Consultant,Waste Management and Circular Economy Consultant
Product Owner - CRM & Loyalty,Product Owner - CRM & Loyalty
Program Specialist Social (SA Region),Program Specialist Social (SA Region)
CSR Leader India/South Asia,CSR Leader India/South Asia
"Associate Director, Clients and Markets, Executive Education","Associate Director, Clients and Markets, Executive Education"
"Quality, Environment, Health and Safety Manager","Quality, Environment, Health and Safety Manager"
Managing Consultant,Managing Consultant
Founder | Architect | Urban Designer | Interior Designer | Authorized Person | Green Professional,Founder | Architect | Urban Designer | Interior Designer | Authorized Person | Green Professional
"EU SBU Vice President, Packaging Adhesives, Coatings and Sealants Division @ Henkel","EU SBU Vice President, Packaging Adhesives, Coatings and Sealants Division @ Henkel"
Advisor to Deputy Minister Climate Change & Sustainability,Advisor to Deputy Minister Climate Change & Sustainability
"Youth Insights Manager, Solutions for the Planet","Youth Insights Manager, Solutions for the Planet"
Board Community Member,Board Community Member
"SVP, Global Head of Sustainability","SVP, Global Head of Sustainability"
Head of Sales,Head of Sales
Political Secretary,Political Secretary
Business Development Manager / HVAC Sales Manager,Business Development Manager / HVAC Sales Manager
Chemical & Environmental Manager,Chemical & Environmental Manager
"Emeritus* Construction Manager, Lead Scheduler, Director of Health and Safety","Emeritus* Construction Manager, Lead Scheduler, Director of Health and Safety"
SVP Business Development,SVP Business Development
Independent Director,Independent Director
En-ROADS Climate Ambassador,En-ROADS Climate Ambassador
Senior Technical Consultant,Senior Technical Consultant
Regional Sales Manager,Regional Sales Manager
Non Ferrous Trader & Analyst,Non Ferrous Trader & Analyst
CCO (Interim),CCO (Interim)
Sustainability & Stakeholder Engagement Senior Manager,Sustainability & Stakeholder Engagement Senior Manager
"Priv. Sect Development, Income generation, .Fundraising, Partnerships, Stakeholders engagement","Priv. Sect Development, Income generation, .Fundraising, Partnerships, Stakeholders engagement"
Founder manager,Founder manager
Interimschef på Tekniska förvaltningen,Interimschef på Tekniska förvaltningen
Senior Fund Manager,Senior Fund Manager
Varumärkesstrateg,Varumärkesstrateg
"eGovlab, Executive Director - Founder","eGovlab, Executive Director - Founder"
Präsident,Präsident
Senior Researcher & Consultant,Senior Researcher & Consultant
"Head of Sales, Global","Head of Sales, Global"
CEO and Founder - INNORBIS - Business Analytical tool,CEO and Founder - INNORBIS - Business Analytical tool
Head of Sustainability Scania,Head of Sustainability Scania
Global Quality Assurance Compliance Associate,Global Quality Assurance Compliance Associate
Co-Founder and President,Co-Founder and President
Owner,Owner
System Engineer Microgrids,System Engineer Microgrids
Environmental Management,Environmental Management
Interim CEO,Interim CEO
Project Leader,Project Leader
Asst. General Manager- BD,Asst. General Manager- BD
Vice President Marketing,Vice President Marketing
Brainstorming,Brainstorming
Senior Environmental Analyst,Senior Environmental Analyst
Senior Global Project Manager,Senior Global Project Manager
Senior Employment Specialist,Senior Employment Specialist
Co-Founder and Chief Executive Officer,Co-Founder and Chief Executive Officer
Investment Adviser,Investment Adviser
Chief Financial Officer,Chief Financial Officer
Sustainability Director EMEA,Sustainability Director EMEA
Convener,Convener
"Chief, Asia, Middle East, and Europe and Chief Representative for China","Chief, Asia, Middle East, and Europe and Chief Representative for China"
Consultant - Climate Change and Sustainability Services,Consultant - Climate Change and Sustainability Services
Government Affairs Specialist,Government Affairs Specialist
Investigator,Investigator
Aquaponics Designer,Aquaponics Designer
Professor of Practice (Sustainability),Professor of Practice (Sustainability)
Strategic Partner,Strategic Partner
"Partner, Global Sustainability Lead","Partner, Global Sustainability Lead"
Head Climate and Sustainability Consulting,Head Climate and Sustainability Consulting
Professor of Finance,Professor of Finance
Chief Sustainability Officer,Chief Sustainability Officer
Group Project Manager,Group Project Manager
Member of the Board of Directors,Member of the Board of Directors
Teamleiter,Teamleiter
Corporate Director Communications & Marketing,Corporate Director Communications & Marketing
President of Zero Waste Brazil Insitute,President of Zero Waste Brazil Insitute
Zubi Wealth Director (Multi-Family Office),Zubi Wealth Director (Multi-Family Office)
HSE,HSE
"Manager, Sustainability & ESG","Manager, Sustainability & ESG"
Distinguished Fellow,Distinguished Fellow
Ambulerande konsult,Ambulerande konsult
Sustainability Director,Sustainability Director
Strategic Advisor and Fractional Chief Marketing Officer,Strategic Advisor and Fractional Chief Marketing Officer
"Principal Manager, Amazon Logistics Japan","Principal Manager, Amazon Logistics Japan"
Chair,Chair
Global Key Client Director,Global Key Client Director
Professional Planning and Business Development,Professional Planning and Business Development
Will be announced,Will be announced
Chief Executive,Chief Executive
Honorary Chairman,Honorary Chairman
Scientific Diving Instructor,Scientific Diving Instructor
Convenor,Convenor
Frontend Developer,Frontend Developer
Mall Manager,Mall Manager
Director Of Green Technology Research.,Director Of Green Technology Research.
Egen företagare,Egen företagare
Alan Holmes,Alan Holmes
Senior Sustainable Finance Expert,Senior Sustainable Finance Expert
Director Of Business Development - UL360 - Sustainability/ESG Data Management and Reporting,Director Of Business Development - UL360 - Sustainability/ESG Data Management and Reporting
Chair of the Advisory Board,Chair of the Advisory Board
"Professor (tenured, now Full Prof. level)","Professor (tenured, now Full Prof. level)"
COO,COO
Managing Partner & Co-Founder,Managing Partner & Co-Founder
Board of Advisor on Ethics / Innovation,Board of Advisor on Ethics / Innovation
Advisor on European Partnerships (Consultant),Advisor on European Partnerships (Consultant)
Senior ESG Manager,Senior ESG Manager
Editor,Editor
Sustainability Lead & Design for Sustainability champ,Sustainability Lead & Design for Sustainability champ
JOHN COCKERILL Env. Hu. (VENTACID) Air & Water Treatment .,JOHN COCKERILL Env. Hu. (VENTACID) Air & Water Treatment .
Lead LCA expert & Product sustainability,Lead LCA expert & Product sustainability
Public Relations Executive-Minister's office,Public Relations Executive-Minister's office
"Regional Manager (Environment, Chemical & Sustainability)","Regional Manager (Environment, Chemical & Sustainability)"
"Founder, Chairman and CEO","Founder, Chairman and CEO"
General Manager - Social Audits,General Manager - Social Audits
Individual Giving Executive (Mid-Value),Individual Giving Executive (Mid-Value)
EMBA Capstone Project,EMBA Capstone Project
President and Chief Financial Officer,President and Chief Financial Officer
Executive Director & Co-Founder,Executive Director & Co-Founder
Sustainability Consultant & Impact Producer,Sustainability Consultant & Impact Producer
Co-founder-CEO,Co-founder-CEO
Global Account Manager,Global Account Manager
"Private consultant in Sustainability, Corporate Social Responsibility and Social Management","Private consultant in Sustainability, Corporate Social Responsibility and Social Management"
ESG Associate,ESG Associate
Tauber Pathways Ops Intern,Tauber Pathways Ops Intern
Senior Sales Representative,Senior Sales Representative
partner,partner
Creative director,Creative director
Mission Board,Mission Board
Head Of Sustainability,Head Of Sustainability
Co-Founder and Chairman,Co-Founder and Chairman
DPM,DPM
Head of Operations,Head of Operations
Restaurangarbetsledare,Restaurangarbetsledare
Professional Freelancer,Professional Freelancer
Group CEO,Group CEO
Project Accelerator Local Advisor in Ukraine,Project Accelerator Local Advisor in Ukraine
Chief Operating Officer (COO),Chief Operating Officer (COO)
Advisory Board Member ESG Initiative,Advisory Board Member ESG Initiative
"Economist, World Bank Operations","Economist, World Bank Operations"
Prof. of Sustainability and Cleaner Production,Prof. of Sustainability and Cleaner Production
Project Environmental Manager,Project Environmental Manager
Director Producer Writer,Director Producer Writer
"Senior Director, Climate and Renewable Energy","Senior Director, Climate and Renewable Energy"
Senior Sustainability Strategist at The Pivot,Senior Sustainability Strategist at The Pivot
Project and Business Developer,Project and Business Developer
Visiting Researcher,Visiting Researcher
"Founder, Positive Leadership Coach","Founder, Positive Leadership Coach"
Managing Partner & Head of the Center for the Circular Economy,Managing Partner & Head of the Center for the Circular Economy
Executive Director | Fundamental Equity | Impact strategies,Executive Director | Fundamental Equity | Impact strategies
Founder / Director / Chief Marketing Officer,Founder / Director / Chief Marketing Officer
"Partnerships Director, South Africa","Partnerships Director, South Africa"
Country Director,Country Director
Purchaser and Designer,Purchaser and Designer
Cultural Counselor,Cultural Counselor
Investment Manager,Investment Manager
Commodity Analyst,Commodity Analyst
PMO e Growth,PMO e Growth
Key account manager,Key account manager
Head of the UK pEPR Scheme administrator,Head of the UK pEPR Scheme administrator
Dog Behaviorist & Leadership Coach,Dog Behaviorist & Leadership Coach
Executive,Executive
Cabin Attendant,Cabin Attendant
Director General,Director General
Project Coordination Manager,Project Coordination Manager
Fryshuschef Helsingborg,Fryshuschef Helsingborg
Operation Manager,Operation Manager
Agent,Agent
CEO e Founder,CEO e Founder
PRESIDENT/CEO,PRESIDENT/CEO
Regional Manager,Regional Manager
"Senior Lecturer, project manager","Senior Lecturer, project manager"
Client Relations Associate Director,Client Relations Associate Director
Business Development Manager Circular Economy • EMEA,Business Development Manager Circular Economy • EMEA
Senior Social Compliance Developer,Senior Social Compliance Developer
"Recycling, RECP and DfE Expert at UN","Recycling, RECP and DfE Expert at UN"
Co-Chair | Climate - Gender Impact Group,Co-Chair | Climate - Gender Impact Group
Purchasing Representative,Purchasing Representative
Brazil Chapter Director,Brazil Chapter Director
Redakteurin & Social Media Managerin,Redakteurin & Social Media Managerin
Vice President Customer Solutions,Vice President Customer Solutions
Planning Manager,Planning Manager
Founding President and CEO,Founding President and CEO
Personal und Organisationsentwicklerin,Personal und Organisationsentwicklerin
Research Coordinator - Lifecycle Learning,Research Coordinator - Lifecycle Learning
Independent Consultant,Independent Consultant
Business Manager,Business Manager
Principal Sustainability Officer/Member Advisory Board Global Entrepreneurship Center,Principal Sustainability Officer/Member Advisory Board Global Entrepreneurship Center
Sustainability Expert,Sustainability Expert
Co-Founder and Managing Partner,Co-Founder and Managing Partner
Generalsekreterare,Generalsekreterare
Senior Analyst - Clean Energy,Senior Analyst - Clean Energy
Head of Regional Innovation Strategy Team,Head of Regional Innovation Strategy Team
Non Executive Director (NED),Non Executive Director (NED)
"Director of the IUCN, Science & Knowledge Centre","Director of the IUCN, Science & Knowledge Centre"
CEO / Director General,CEO / Director General
Head of ESG Funds Analysis and Benchmarking,Head of ESG Funds Analysis and Benchmarking
Director of Business Strategy,Director of Business Strategy
Senior Philanthropy Advisor,Senior Philanthropy Advisor
Founder & Managing Partner,Founder & Managing Partner
Manager de Transition - Direction de Projets Green,Manager de Transition - Direction de Projets Green
Senior Pre Sales Consultant,Senior Pre Sales Consultant
Building Physicist,Building Physicist
"SVP, Events","SVP, Events"
Chief Executive Officer at the Rainforest Alliance,Chief Executive Officer at the Rainforest Alliance
Handläggare,Handläggare
ESG Manager,ESG Manager
Managing Directors,Managing Directors
Uppdragsledare & delägare på Bjerking - Miljöteknik/Geoteknik/Hydrogeologi,Uppdragsledare & delägare på Bjerking - Miljöteknik/Geoteknik/Hydrogeologi
Arbetsförmedlare,Arbetsförmedlare
Head of Partnerships & Solutions - Sustainable Impact,Head of Partnerships & Solutions - Sustainable Impact
Vice President,Vice President
Director of Corporate and Partner Engagement,Director of Corporate and Partner Engagement
Assistant Professor,Assistant Professor
Head of Active Ownership / (Head of Responsible Investment (Sweden)),Head of Active Ownership / (Head of Responsible Investment (Sweden))
Strategic Growth Marketing NJORD,Strategic Growth Marketing NJORD
Founder and Executive Director,Founder and Executive Director
Policy Advice to International Organisations,Policy Advice to International Organisations
"Owner, Principal Consultant","Owner, Principal Consultant"
Project coordinator,Project coordinator
"Head of Division, Organization & Management","Head of Division, Organization & Management"
Senior Environmental Scientist,Senior Environmental Scientist
"(inter alia) Chair SDG Charter, True Price","(inter alia) Chair SDG Charter, True Price"
CEO and owner,CEO and owner
Group Sustainability Lead,Group Sustainability Lead
Student men har också funderat över många idéer på att hitta på företag. Hobbyjournalist/skribent,Student men har också funderat över många idéer på att hitta på företag. Hobbyjournalist/skribent
Head of Web and Creative,Head of Web and Creative
Founding Executive Director,Founding Executive Director
Chief Education Officer & Corporate Secretary,Chief Education Officer & Corporate Secretary
Policy Advisor - Climate Finance and Development,Policy Advisor - Climate Finance and Development
Senior Climate Change and Anticipatory Action Advisor,Senior Climate Change and Anticipatory Action Advisor
"Head of Social Impact, EMEA & LatAm - Group Manager","Head of Social Impact, EMEA & LatAm - Group Manager"
Chief Growth Officer,Chief Growth Officer
Customer Service Representative,Customer Service Representative
Senior Research Fellow,Senior Research Fellow
Founder | CEO,Founder | CEO
ESG Advisor,ESG Advisor
Chief innovation & science officer,Chief innovation & science officer
Principal - Chief Sustainability Strategist,Principal - Chief Sustainability Strategist
Chief Executive Officer (Co-Founder),Chief Executive Officer (Co-Founder)
Professor for Corporate Sustainability,Professor for Corporate Sustainability
Founder & Chief Food Lover,Founder & Chief Food Lover
Founder & CEO - we’re hiring! 🚀,Founder & CEO - we’re hiring! 🚀
Founder and Chairman,Founder and Chairman
Chief Sustainability and HSE Officer / President of Parques Reunidos Foundation,Chief Sustainability and HSE Officer / President of Parques Reunidos Foundation
Environmental Technical Support,Environmental Technical Support
"Produktspecialist, rådgivare och nordisk miljösamordnare","Produktspecialist, rådgivare och nordisk miljösamordnare"
Technology Director - Founding Partner of S.E.R.C. Group Ltd,Technology Director - Founding Partner of S.E.R.C. Group Ltd
Researcher on Study Group: Contemporary Political History,Researcher on Study Group: Contemporary Political History
Green Economy and Sustainable Finance,Green Economy and Sustainable Finance
SalesDirector,SalesDirector
Directora de sostenibilidad,Directora de sostenibilidad
Training Director,Training Director
Self Employed,Self Employed
Agricultural Advisor / Landbouw adviseur,Agricultural Advisor / Landbouw adviseur
"Senior Director, Impact-Aligned Strategist","Senior Director, Impact-Aligned Strategist"
Chief Sustainability Officer+EVP Project Development+Sustainability Solutions Consultant,Chief Sustainability Officer+EVP Project Development+Sustainability Solutions Consultant
Direttore commerciale,Direttore commerciale
President Founder,President Founder
Director of Clean Energy Solutions,Director of Clean Energy Solutions
ESG Advisory,ESG Advisory
Chief of Strategic Affairs & Capacity Building,Chief of Strategic Affairs & Capacity Building
"Vice President, Sustainability","Vice President, Sustainability"
"Vice President, Global Sustainability","Vice President, Global Sustainability"
"Senior Manager, Climate Change Programme","Senior Manager, Climate Change Programme"
Global Head of Human Rights,Global Head of Human Rights
VP Innovation | strategy | R&D | ESG |,VP Innovation | strategy | R&D | ESG |
Peace Project Lead,Peace Project Lead
"Regional Representative, Europe","Regional Representative, Europe"
CEO Strategic ESG Advisor & Board Advisor.,CEO Strategic ESG Advisor & Board Advisor.
"Group HR, Internal Communication & Sustainability","Group HR, Internal Communication & Sustainability"
Senior Manager Climate and Sustainability Services Switzerland,Senior Manager Climate and Sustainability Services Switzerland
Administrator Officer,Administrator Officer
Directeur www.beautifulpeople.nl,Directeur www.beautifulpeople.nl
Podcast Host | Stock Market Mentor,Podcast Host | Stock Market Mentor
Director of Business Development & Carbon,Director of Business Development & Carbon
Senior Cloud Architect - Team Lead,Senior Cloud Architect - Team Lead
"Partner, Climate & Sustainability","Partner, Climate & Sustainability"
Counsellor,Counsellor
"Chairman, Executive Coach, Mediator, Emotion faciliator, Trainer, Speaker & Business Angel","Chairman, Executive Coach, Mediator, Emotion faciliator, Trainer, Speaker & Business Angel"
Global Net Zero Advisory & Business Development Manager,Global Net Zero Advisory & Business Development Manager
Peace Emissary,Peace Emissary
Global Head of Sustainability,Global Head of Sustainability
Board member African Enterprise Challenge Fund,Board member African Enterprise Challenge Fund
President/CEO,President/CEO
Senior Impact Enabler / Nordic Region Manager,Senior Impact Enabler / Nordic Region Manager
Managing Member and Chief Investment Officer,Managing Member and Chief Investment Officer
"Vice President, Sustainability & Clients","Vice President, Sustainability & Clients"
Scheme Manager-APSCA&SLCP,Scheme Manager-APSCA&SLCP
"Lead Storyteller, GDS-Movement and Lead Storytelling Faculty, GDS-Academy","Lead Storyteller, GDS-Movement and Lead Storytelling Faculty, GDS-Academy"
"Director, Group Sustainability and ESG","Director, Group Sustainability and ESG"
Program Director,Program Director
CEO-Founder,CEO-Founder
Entreprenadchef Brion Solenergi AB,Entreprenadchef Brion Solenergi AB
Sustainability Executive | Business Operations | ESG Strategy | Sustainable Development,Sustainability Executive | Business Operations | ESG Strategy | Sustainable Development
Partner M&A,Partner M&A
CEO and Founder at Nextek,CEO and Founder at Nextek
"Sr. Manager, Consulting - Social Impact & Corporate Social Responsibility","Sr. Manager, Consulting - Social Impact & Corporate Social Responsibility"
Freelance Writer & Content Strategist,Freelance Writer & Content Strategist
"Director, Global Government Affairs and Business Diplomacy","Director, Global Government Affairs and Business Diplomacy"
Professor of Climate Economics and Policy,Professor of Climate Economics and Policy
Fulfillment Coordinator,Fulfillment Coordinator
Chief Sustainability & Global Impact Officer,Chief Sustainability & Global Impact Officer
"Deputy Director, Food and Agriculture Program","Deputy Director, Food and Agriculture Program"
Chief Executive Officer and Co-Founder,Chief Executive Officer and Co-Founder
Head of ESG Reporting,Head of ESG Reporting
Chief Sales & Marketing Officer & Managing Consultant,Chief Sales & Marketing Officer & Managing Consultant
"Founder, Chair","Founder, Chair"
"Vice President, Global Sustainability, Responsibility, Trade, and Government Affairs","Vice President, Global Sustainability, Responsibility, Trade, and Government Affairs"
"Global Head, Sustainability Culture & Engagement","Global Head, Sustainability Culture & Engagement"
Head of ESG – Alternative Fixed Income,Head of ESG – Alternative Fixed Income
"Head of Compliance, CSR & QC Departments","Head of Compliance, CSR & QC Departments"
Founder and facilitator,Founder and facilitator
Group Head - Environment and Sustainability,Group Head - Environment and Sustainability
ceo,ceo
Business Developer,Business Developer
Integrationsinformatör,Integrationsinformatör
Founder & Chief Strategist,Founder & Chief Strategist
Leasing and Property Management,Leasing and Property Management
Senior Director of Development,Senior Director of Development
.Ph.D in chimsitry,.Ph.D in chimsitry
Cofounder + Chief Community Officer,Cofounder + Chief Community Officer
VP ESG,VP ESG
Head of Waste Strategy,Head of Waste Strategy
CEO & Managing Director,CEO & Managing Director
"Chief Executive Officer, National Disaster Risk Management Fund, Pakistan","Chief Executive Officer, National Disaster Risk Management Fund, Pakistan"
Head of Sustainability,Head of Sustainability
Professor wsr in Urban Resilience,Professor wsr in Urban Resilience
Climate Finance Expert,Climate Finance Expert
Strategic Advisor,Strategic Advisor
"Director | Global Leader, Climate Strategy Services | Sustainable Development Leader for Europe |","Director | Global Leader, Climate Strategy Services | Sustainable Development Leader for Europe |"
Global Practice Lead Finance,Global Practice Lead Finance
Senior Evaluation Officer,Senior Evaluation Officer
Global Head for Business Development and Industry Relations,Global Head for Business Development and Industry Relations
"Senior Business Dev. Manager, Circular Economy & Climate Innovation","Senior Business Dev. Manager, Circular Economy & Climate Innovation"
Postdoctoral Researcher,Postdoctoral Researcher
Chairman and CEO,Chairman and CEO
ESG Solutions & Corporate Sustainability Director,ESG Solutions & Corporate Sustainability Director
Chief Strategy Officer,Chief Strategy Officer
General Manager Production,General Manager Production
Senior Associate - Supply chain & Procurement,Senior Associate - Supply chain & Procurement
Director Safeguarding and Social Compliance,Director Safeguarding and Social Compliance
Executive Scientist,Executive Scientist
"Deputy CEO, Valuer of antiquities, crafts and fine arts.","Deputy CEO, Valuer of antiquities, crafts and fine arts."
"AI Entrepreneur, Founder & Consultant","AI Entrepreneur, Founder & Consultant"
"President, Alcoa Foundation","President, Alcoa Foundation"
personlig rådgivare vid stress & trauma,personlig rådgivare vid stress & trauma
Scientific Officer | Event Coordinator,Scientific Officer | Event Coordinator
Energy and Carbon Product Manager China,Energy and Carbon Product Manager China
Senior Manager - Sustainability & Environment,Senior Manager - Sustainability & Environment
"Director, Research Content and Leadership","Director, Research Content and Leadership"
"Regional Director, South Asia, Insite Compliance","Regional Director, South Asia, Insite Compliance"
Head of Business Development,Head of Business Development
"Director, Science Center","Director, Science Center"
"Initiative Director, Industry","Initiative Director, Industry"
"Director - Consumer Rights, Innovation & Impact","Director - Consumer Rights, Innovation & Impact"
Decolonizing Sustainability Lecturer | Sustainable & Circular Entrepreneurship Lecturer,Decolonizing Sustainability Lecturer | Sustainable & Circular Entrepreneurship Lecturer
Business Development Specialist,Business Development Specialist
Co-founder and COO,Co-founder and COO
Consultante RSE,Consultante RSE
Ingénieur d’études,Ingénieur d’études
Architectural Technologist,Architectural Technologist
BD Digitalization,BD Digitalization
"Vice President, Global Agriculture","Vice President, Global Agriculture"
Country Representative - Head of Mission,Country Representative - Head of Mission
Alchemist,Alchemist
Ung i Sverige,Ung i Sverige
"Senior Director, US Land and Water Policy","Senior Director, US Land and Water Policy"
Vakansa,Vakansa
Global Lead for Sustainable Healthcare Infrastructure,Global Lead for Sustainable Healthcare Infrastructure
"Vice Chairman, Europe","Vice Chairman, Europe"
Founding Chair,Founding Chair
Sustainability Regional Senior Manager,Sustainability Regional Senior Manager
Senior Customer Relevance Manager,Senior Customer Relevance Manager
Founder and Managing Director,Founder and Managing Director
Global Product Compliance Leader- Purchasing Quality Matrix Global,Global Product Compliance Leader- Purchasing Quality Matrix Global
Director of Environmental Markets - Operations,Director of Environmental Markets - Operations
President / Founder,President / Founder
Director Sustainability Advisory,Director Sustainability Advisory
International Business Manager - Middle East,International Business Manager - Middle East
Life Coach,Life Coach
"Senior Manager of Sustainability, Global Fulfillment","Senior Manager of Sustainability, Global Fulfillment"
Founder/CEO,Founder/CEO
"Lead, ESG Reporting & Disclosures","Lead, ESG Reporting & Disclosures"
Fund Manager - Tonga Climate Change Fund,Fund Manager - Tonga Climate Change Fund
Sr. Land Use & Community Planner,Sr. Land Use & Community Planner
Global industry campaign manager,Global industry campaign manager
Group Chair,Group Chair
Focal Point in High Power Charging Development - Country Italy,Focal Point in High Power Charging Development - Country Italy
Sustainability Editor,Sustainability Editor
Ecodesign program manager,Ecodesign program manager
Managing Director — Net Zero Financial Service,Managing Director — Net Zero Financial Service
"Principal ESG Specialist, Infra DCC - Sustainability","Principal ESG Specialist, Infra DCC - Sustainability"
Editorial Contributor,Editorial Contributor
"Director, Global Platform for Sustainable Natural Rubber","Director, Global Platform for Sustainable Natural Rubber"
Sustainable jewelry guest lecturer,Sustainable jewelry guest lecturer
Unification Specialist,Unification Specialist
Director & Curator [Future ICT Forum],Director & Curator [Future ICT Forum]
Director Green Fertilizer,Director Green Fertilizer
Quality Assurance Manager GMP,Quality Assurance Manager GMP
Manager - OHS Advisory & Training Services (GOTAN),Manager - OHS Advisory & Training Services (GOTAN)
Global Business Relations,Global Business Relations
Vice President. Global Head of Sustainability & ESG,Vice President. Global Head of Sustainability & ESG
Communications and Knowledge Management,Communications and Knowledge Management
Strategic Communications Consultant- Special Projects,Strategic Communications Consultant- Special Projects
Strategic Sourcing Manager,Strategic Sourcing Manager
Director of Sustainability,Director of Sustainability
Kvalitetsutvecklare,Kvalitetsutvecklare
Föräldraledig,Föräldraledig
Executive Assistant to Founder and MD of human,Executive Assistant to Founder and MD of human
Part time coach,Part time coach
"Foundress of Mademoiselle B, sustainable luxury webmagazine","Foundress of Mademoiselle B, sustainable luxury webmagazine"
Head of Airline Security,Head of Airline Security
"Markets Leader, ESG - Platform","Markets Leader, ESG - Platform"
VD & Grundare,VD & Grundare
Plastic recycling and recyclability consultant,Plastic recycling and recyclability consultant
Chief Climate Officer,Chief Climate Officer
Partnerships Manager,Partnerships Manager
Founder & Board Member Calicocat,Founder & Board Member Calicocat
"Sr. Specialist, Corporate Social Responsibility","Sr. Specialist, Corporate Social Responsibility"
"Chief Sustainability, competence and communications","Chief Sustainability, competence and communications"
Senior Strategic Advisor (EMEA),Senior Strategic Advisor (EMEA)
CEO & Freelance/Associate (On behalf of IMI),CEO & Freelance/Associate (On behalf of IMI)
Associate Program Manager,Associate Program Manager
"Compliance (Social, CTPAT & Technical)","Compliance (Social, CTPAT & Technical)"
Global Head of ESG - Environmental Social Governance,Global Head of ESG - Environmental Social Governance
Senior Director,Senior Director
Founder / CEO,Founder / CEO
Avdelningschef Planering & Projekt (interimt uppdrag),Avdelningschef Planering & Projekt (interimt uppdrag)
Volunteer,Volunteer
Intern,Intern
Legal Advisor,Legal Advisor
Fixed-Term Employment,Fixed-Term Employment
‘Enabler’ for Water Innovation & Technology,‘Enabler’ for Water Innovation & Technology
Assistant Project Officer (Agriculture),Assistant Project Officer (Agriculture)
Project Associate,Project Associate
Controller,Controller
Founder & Chairman,Founder & Chairman
Protected Areas Expert,Protected Areas Expert
Head of System Wide Change Service Area,Head of System Wide Change Service Area
Marketing and Communications Manager,Marketing and Communications Manager
Chief Product Officer,Chief Product Officer
Co-Founder & Managing Director,Co-Founder & Managing Director
"Executive Director, Centre for Innovation in Sustainable Development","Executive Director, Centre for Innovation in Sustainable Development"
Impact Manager,Impact Manager
Building Performance Consultant,Building Performance Consultant
Derivatives Trader,Derivatives Trader
"Director, Business Development","Director, Business Development"
Principal and Senior Consultant,Principal and Senior Consultant
Directeur Général (France),Directeur Général (France)
"Founder, Board Chairman","Founder, Board Chairman"
Chef de projet Solaire (bus2025),Chef de projet Solaire (bus2025)
"Executive Director, Business Strategy, Sales & Marketing","Executive Director, Business Strategy, Sales & Marketing"
International Development Specialist,International Development Specialist
Partner and Co-Founder,Partner and Co-Founder
